match,group,home,away,m_home,m_draw,m_away,mkt_home,mkt_draw,mkt_away,actual,score,played
28,A,Mexico,South Korea,48.8,27.4,23.7,47.0,29.0,24.0,H,1-0,1
29,D,United States,Australia,55.3,25.6,19.0,,,,H,2-0,1
30,C,Scotland,Morocco,21.0,26.5,52.4,16.4,26.4,57.2,A,0-1,1
31,C,Brazil,Haiti,83.6,12.0,4.4,86.6,8.9,4.5,H,3-0,1
32,D,Türkiye,Paraguay,37.4,29.0,33.5,46.5,28.3,25.2,A,0-1,1
33,F,Netherlands,Sweden,57.1,25.1,17.9,55.9,23.8,20.2,,,0
34,E,Germany,Côte d'Ivoire,54.9,25.8,19.3,64.0,20.6,15.4,,,0
35,E,Ecuador,Curaçao,81.8,13.1,5.1,85.1,10.5,4.4,,,0
36,F,Tunisia,Japan,13.9,22.6,63.5,14.3,23.6,62.1,,,0
37,H,Spain,Saudi Arabia,85.5,10.8,3.7,87.4,9.0,3.6,,,0
38,G,Belgium,Iran,41.5,28.7,29.8,66.7,20.7,12.6,,,0
39,H,Uruguay,Cabo Verde,72.0,18.6,9.4,66.5,22.3,11.2,,,0
40,G,New Zealand,Egypt,19.2,25.7,55.1,16.9,23.4,59.8,,,0
41,J,Argentina,Austria,67.6,20.8,11.6,60.4,24.1,15.5,,,0
42,I,France,Iraq,84.0,11.8,4.3,88.4,8.4,3.2,,,0
43,I,Norway,Senegal,45.1,28.2,26.7,42.3,27.6,30.1,,,0
44,J,Jordan,Algeria,22.9,27.2,50.0,15.9,23.0,61.1,,,0
45,K,Portugal,Uzbekistan,68.7,20.3,11.0,79.5,14.0,6.4,,,0
46,L,England,Ghana,78.0,15.4,6.6,78.7,14.6,6.7,,,0
47,L,Panama,Croatia,10.0,19.3,70.7,14.2,23.9,61.9,,,0
48,K,Colombia,DR Congo,64.8,22.1,13.2,63.7,22.9,13.5,,,0
49,B,Switzerland,Canada,46.1,28.0,25.9,39.1,31.0,29.9,,,0
50,B,Bosnia & Herzegovina,Qatar,43.5,28.5,28.1,66.8,19.6,13.6,,,0
51,C,Scotland,Brazil,14.3,22.9,62.8,12.4,18.7,69.0,,,0
52,C,Morocco,Haiti,75.8,16.6,7.6,79.7,14.1,6.3,,,0
53,A,Czechia,Mexico,18.2,25.2,56.6,27.1,25.6,47.3,,,0
54,A,South Africa,South Korea,16.0,24.0,60.0,16.7,24.2,59.1,,,0
55,E,Ecuador,Germany,32.2,28.9,38.9,19.1,24.8,56.1,,,0
56,E,Curaçao,Côte d'Ivoire,11.2,20.4,68.5,4.9,10.8,84.2,,,0
57,F,Japan,Sweden,49.7,27.2,23.1,43.7,27.9,28.4,,,0
58,F,Tunisia,Netherlands,10.2,19.5,70.4,9.7,17.5,72.8,,,0
59,D,Türkiye,United States,19.4,25.8,54.8,31.1,24.2,44.8,,,0
60,D,Paraguay,Australia,34.0,29.0,36.9,34.0,41.4,24.6,,,0
61,I,Norway,France,21.8,26.8,51.3,22.3,25.2,52.5,,,0
62,I,Senegal,Iraq,61.8,23.3,14.9,73.2,17.7,9.0,,,0
63,H,Cabo Verde,Saudi Arabia,24.9,27.8,47.3,34.5,26.3,39.2,,,0
64,H,Uruguay,Spain,13.1,22.0,64.9,15.9,22.7,61.4,,,0
65,G,Egypt,Iran,30.5,28.8,40.7,45.3,30.1,24.7,,,0
66,G,New Zealand,Belgium,12.1,21.2,66.7,7.8,15.2,77.0,,,0
67,L,Panama,England,3.8,10.9,85.3,8.7,14.8,76.5,,,0
68,L,Croatia,Ghana,61.0,23.6,15.4,58.7,24.9,16.3,,,0
69,K,Colombia,Portugal,40.9,28.8,30.3,26.4,27.6,46.0,,,0
70,K,DR Congo,Uzbekistan,45.0,28.2,26.8,45.5,26.3,28.2,,,0
71,J,Algeria,Austria,31.0,28.8,40.2,31.0,30.9,38.1,,,0
72,J,Jordan,Argentina,4.3,11.9,83.7,6.9,14.0,79.1,,,0
